AST	app/layout.tsx		app/layout.tsx::program	BLOCK	<empty>	app/layout.tsx	8	app/layout.tsx::program	BLOCK	export default function RootLayout({ children }: { children: React.ReactNode }) {   return (     <html lang="en">       	
EVAL_TYPE	app/layout.tsx		app/layout.tsx::program	BLOCK	<empty>						
AST	app/layout.tsx	4	app/layout.tsx::program	BLOCK	{   title: "Eval project", }	app/layout.tsx	4	app/layout.tsx::program	LOCAL	_tmp_0	
AST	app/layout.tsx	4	app/layout.tsx::program	BLOCK	{   title: "Eval project", }	app/layout.tsx	5	app/layout.tsx::program	CALL	_tmp_0.title = "Eval project"	
AST	app/layout.tsx	4	app/layout.tsx::program	BLOCK	{   title: "Eval project", }	app/layout.tsx	4	app/layout.tsx::program	IDENTIFIER	_tmp_0	
CFG	app/layout.tsx	4	app/layout.tsx::program	BLOCK	{   title: "Eval project", }	app/layout.tsx	4	app/layout.tsx::program	CALL	const metadata: Metadata = {   title: "Eval project", }	
DOMINATE	app/layout.tsx	4	app/layout.tsx::program	BLOCK	{   title: "Eval project", }	app/layout.tsx	4	app/layout.tsx::program	CALL	const metadata: Metadata = {   title: "Eval project", }	
EVAL_TYPE	app/layout.tsx	4	app/layout.tsx::program	BLOCK	{   title: "Eval project", }						
POST_DOMINATE	app/layout.tsx	4	app/layout.tsx::program	BLOCK	{   title: "Eval project", }	app/layout.tsx	4	app/layout.tsx::program	IDENTIFIER	_tmp_0	
REACHING_DEF	app/layout.tsx	4	app/layout.tsx::program	BLOCK	{   title: "Eval project", }	app/layout.tsx	4	app/layout.tsx::program	IDENTIFIER	metadata	{   title: "Eval project", }
REACHING_DEF	app/layout.tsx	4	app/layout.tsx::program	BLOCK	{   title: "Eval project", }	app/layout.tsx	4	app/layout.tsx::program	CALL	const metadata: Metadata = {   title: "Eval project", }	{   title: "Eval project", }
REACHING_DEF	app/layout.tsx	4	app/layout.tsx::program	BLOCK	{   title: "Eval project", }	app/layout.tsx	4	app/layout.tsx::program	CALL	const metadata: Metadata = {   title: "Eval project", }	
AST	app/layout.tsx	8	app/layout.tsx::program:RootLayout	BLOCK	{   return (     <html lang="en">       <body>         <Navbar />         {children}       </body>     </html>   ); }	app/layout.tsx	8	app/layout.tsx::program:RootLayout	LOCAL	children	
AST	app/layout.tsx	8	app/layout.tsx::program:RootLayout	BLOCK	{   return (     <html lang="en">       <body>         <Navbar />         {children}       </body>     </html>   ); }	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	
AST	app/layout.tsx	8	app/layout.tsx::program:RootLayout	BLOCK	{   return (     <html lang="en">       <body>         <Navbar />         {children}       </body>     </html>   ); }	app/layout.tsx	9	app/layout.tsx::program:RootLayout	RETURN	return (     <html lang="en">       <body>         <Navbar />         {children}       </body>     </html>   )	
EVAL_TYPE	app/layout.tsx	8	app/layout.tsx::program:RootLayout	BLOCK	{   return (     <html lang="en">       <body>         <Navbar />         {children}       </body>     </html>   ); }						
AST	app/layout.tsx	4	app/layout.tsx::program	BLOCK	export const metadata: Metadata = {   title: "Eval project", };	app/layout.tsx	4	app/layout.tsx::program	CALL	const metadata: Metadata = {   title: "Eval project", }	
AST	app/layout.tsx	4	app/layout.tsx::program	BLOCK	export const metadata: Metadata = {   title: "Eval project", };	app/layout.tsx	4	app/layout.tsx::program	CALL	exports.metadata = metadata	
CFG	app/layout.tsx	4	app/layout.tsx::program	BLOCK	export const metadata: Metadata = {   title: "Eval project", };	app/layout.tsx	8	app/layout.tsx::program	IDENTIFIER	RootLayout	
DOMINATE	app/layout.tsx	4	app/layout.tsx::program	BLOCK	export const metadata: Metadata = {   title: "Eval project", };	app/layout.tsx	8	app/layout.tsx::program	IDENTIFIER	RootLayout	
EVAL_TYPE	app/layout.tsx	4	app/layout.tsx::program	BLOCK	export const metadata: Metadata = {   title: "Eval project", };						
POST_DOMINATE	app/layout.tsx	4	app/layout.tsx::program	BLOCK	export const metadata: Metadata = {   title: "Eval project", };	app/layout.tsx	4	app/layout.tsx::program	CALL	exports.metadata = metadata	
AST	app/layout.tsx	8	app/layout.tsx::program	BLOCK	export default function RootLayout({ children }: { children: React.ReactNode }) {   return (     <html lang="en">       	app/layout.tsx	8	app/layout.tsx::program	CALL	function RootLayout = function RootLayout({ children }: { children: React.ReactNode }) {   return (     <html lang="en">	
AST	app/layout.tsx	8	app/layout.tsx::program	BLOCK	export default function RootLayout({ children }: { children: React.ReactNode }) {   return (     <html lang="en">       	app/layout.tsx	8	app/layout.tsx::program	CALL	exports["default"] = RootLayout	
CFG	app/layout.tsx	8	app/layout.tsx::program	BLOCK	export default function RootLayout({ children }: { children: React.ReactNode }) {   return (     <html lang="en">       	app/layout.tsx	1	app/layout.tsx::program	METHOD_RETURN	RET	
DOMINATE	app/layout.tsx	8	app/layout.tsx::program	BLOCK	export default function RootLayout({ children }: { children: React.ReactNode }) {   return (     <html lang="en">       	app/layout.tsx	1	app/layout.tsx::program	METHOD_RETURN	RET	
EVAL_TYPE	app/layout.tsx	8	app/layout.tsx::program	BLOCK	export default function RootLayout({ children }: { children: React.ReactNode }) {   return (     <html lang="en">       						
POST_DOMINATE	app/layout.tsx	8	app/layout.tsx::program	BLOCK	export default function RootLayout({ children }: { children: React.ReactNode }) {   return (     <html lang="en">       	app/layout.tsx	8	app/layout.tsx::program	CALL	exports["default"] = RootLayout	
AST	app/page.tsx		app/page.tsx::program	BLOCK	<empty>	app/page.tsx	3	app/page.tsx::program	LOCAL	styles	
AST	app/page.tsx		app/page.tsx::program	BLOCK	<empty>	app/page.tsx	4	app/page.tsx::program	LOCAL	formatTitle	
AST	app/page.tsx		app/page.tsx::program	BLOCK	<empty>	app/page.tsx	6	app/page.tsx::program	LOCAL	Page	
AST	app/page.tsx		app/page.tsx::program	BLOCK	<empty>	app/page.tsx	3	app/page.tsx::program	CALL	var styles = require("./page.module.css")	
AST	app/page.tsx		app/page.tsx::program	BLOCK	<empty>	app/page.tsx	4	app/page.tsx::program	CALL	var formatTitle = require("../lib/helpers").formatTitle	
AST	app/page.tsx		app/page.tsx::program	BLOCK	<empty>	app/page.tsx	6	app/page.tsx::program	BLOCK	export default function Page({ ok }: { ok: boolean }) {   const state = ok ? "done" : "pending";   return (     <div cla	
EVAL_TYPE	app/page.tsx		app/page.tsx::program	BLOCK	<empty>						
AST	app/page.tsx	6	app/page.tsx::program:Page	BLOCK	{   const state = ok ? "done" : "pending";   return (     <div className={styles.card}>       <span className={styles[st	app/page.tsx	6	app/page.tsx::program:Page	LOCAL	ok	
AST	app/page.tsx	6	app/page.tsx::program:Page	BLOCK	{   const state = ok ? "done" : "pending";   return (     <div className={styles.card}>       <span className={styles[st	app/page.tsx	7	app/page.tsx::program:Page	LOCAL	state	
AST	app/page.tsx	6	app/page.tsx::program:Page	BLOCK	{   const state = ok ? "done" : "pending";   return (     <div className={styles.card}>       <span className={styles[st	app/page.tsx	6	app/page.tsx::program:Page	CALL	ok = param1_0.ok	
AST	app/page.tsx	6	app/page.tsx::program:Page	BLOCK	{   const state = ok ? "done" : "pending";   return (     <div className={styles.card}>       <span className={styles[st	app/page.tsx	7	app/page.tsx::program:Page	CALL	const state = ok ? "done" : "pending"	
AST	app/page.tsx	6	app/page.tsx::program:Page	BLOCK	{   const state = ok ? "done" : "pending";   return (     <div className={styles.card}>       <span className={styles[st	app/page.tsx	8	app/page.tsx::program:Page	RETURN	return (     <div className={styles.card}>       <span className={styles[state]}>{formatTitle("eval")}</span>     </div>	
AST	app/page.tsx	6	app/page.tsx::program:Page	BLOCK	{   const state = ok ? "done" : "pending";   return (     <div className={styles.card}>       <span className={styles[st	app/page.tsx	10	app/page.tsx::program:Page	LOCAL	formatTitle	
AST	app/page.tsx	6	app/page.tsx::program:Page	BLOCK	{   const state = ok ? "done" : "pending";   return (     <div className={styles.card}>       <span className={styles[st	app/page.tsx	9	app/page.tsx::program:Page	LOCAL	styles	
EVAL_TYPE	app/page.tsx	6	app/page.tsx::program:Page	BLOCK	{   const state = ok ? "done" : "pending";   return (     <div className={styles.card}>       <span className={styles[st						
AST	app/page.tsx	6	app/page.tsx::program	BLOCK	export default function Page({ ok }: { ok: boolean }) {   const state = ok ? "done" : "pending";   return (     <div cla	app/page.tsx	6	app/page.tsx::program	CALL	function Page = function Page({ ok }: { ok: boolean }) {   const state = ok ? "done" : "pending";   return (     <div cl	
AST	app/page.tsx	6	app/page.tsx::program	BLOCK	export default function Page({ ok }: { ok: boolean }) {   const state = ok ? "done" : "pending";   return (     <div cla	app/page.tsx	6	app/page.tsx::program	CALL	exports["default"] = Page	
CFG	app/page.tsx	6	app/page.tsx::program	BLOCK	export default function Page({ ok }: { ok: boolean }) {   const state = ok ? "done" : "pending";   return (     <div cla	app/page.tsx	1	app/page.tsx::program	METHOD_RETURN	RET	
DOMINATE	app/page.tsx	6	app/page.tsx::program	BLOCK	export default function Page({ ok }: { ok: boolean }) {   const state = ok ? "done" : "pending";   return (     <div cla	app/page.tsx	1	app/page.tsx::program	METHOD_RETURN	RET	
EVAL_TYPE	app/page.tsx	6	app/page.tsx::program	BLOCK	export default function Page({ ok }: { ok: boolean }) {   const state = ok ? "done" : "pending";   return (     <div cla						
POST_DOMINATE	app/page.tsx	6	app/page.tsx::program	BLOCK	export default function Page({ ok }: { ok: boolean }) {   const state = ok ? "done" : "pending";   return (     <div cla	app/page.tsx	6	app/page.tsx::program	CALL	exports["default"] = Page	
AST	app/ui/Navbar.tsx		app/ui/Navbar.tsx::program	BLOCK	<empty>	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	LOCAL	Navbar	
AST	app/ui/Navbar.tsx		app/ui/Navbar.tsx::program	BLOCK	<empty>	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	BLOCK	export default function Navbar() {   return <nav>eval</nav>; }	
EVAL_TYPE	app/ui/Navbar.tsx		app/ui/Navbar.tsx::program	BLOCK	<empty>						
AST	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program:Navbar	BLOCK	{   return <nav>eval</nav>; }	app/ui/Navbar.tsx	2	app/ui/Navbar.tsx::program:Navbar	RETURN	return <nav>eval</nav>	
EVAL_TYPE	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program:Navbar	BLOCK	{   return <nav>eval</nav>; }						
AST	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	BLOCK	export default function Navbar() {   return <nav>eval</nav>; }	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	CALL	function Navbar = function Navbar() {   return <nav>eval</nav>; }	
AST	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	BLOCK	export default function Navbar() {   return <nav>eval</nav>; }	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	CALL	exports["default"] = Navbar	
CFG	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	BLOCK	export default function Navbar() {   return <nav>eval</nav>; }	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	METHOD_RETURN	RET	
DOMINATE	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	BLOCK	export default function Navbar() {   return <nav>eval</nav>; }	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	METHOD_RETURN	RET	
EVAL_TYPE	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	BLOCK	export default function Navbar() {   return <nav>eval</nav>; }						
POST_DOMINATE	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	BLOCK	export default function Navbar() {   return <nav>eval</nav>; }	app/ui/Navbar.tsx	1	app/ui/Navbar.tsx::program	CALL	exports["default"] = Navbar	
AST	lib/helpers.ts		lib/helpers.ts::program	BLOCK	<empty>	lib/helpers.ts	1	lib/helpers.ts::program	LOCAL	formatTitle	
AST	lib/helpers.ts		lib/helpers.ts::program	BLOCK	<empty>	lib/helpers.ts	5	lib/helpers.ts::program	LOCAL	neverCalled	
AST	lib/helpers.ts		lib/helpers.ts::program	BLOCK	<empty>	lib/helpers.ts	1	lib/helpers.ts::program	BLOCK	export function formatTitle(name: string) {   return name.toUpperCase(); }	
AST	lib/helpers.ts		lib/helpers.ts::program	BLOCK	<empty>	lib/helpers.ts	5	lib/helpers.ts::program	BLOCK	export function neverCalled(name: string) {   return name.toLowerCase(); }	
EVAL_TYPE	lib/helpers.ts		lib/helpers.ts::program	BLOCK	<empty>						
AST	lib/helpers.ts	1	lib/helpers.ts::program:formatTitle	BLOCK	{   return name.toUpperCase(); }	lib/helpers.ts	2	lib/helpers.ts::program:formatTitle	RETURN	return name.toUpperCase()	
EVAL_TYPE	lib/helpers.ts	1	lib/helpers.ts::program:formatTitle	BLOCK	{   return name.toUpperCase(); }						
AST	lib/helpers.ts	5	lib/helpers.ts::program:neverCalled	BLOCK	{   return name.toLowerCase(); }	lib/helpers.ts	6	lib/helpers.ts::program:neverCalled	RETURN	return name.toLowerCase()	
EVAL_TYPE	lib/helpers.ts	5	lib/helpers.ts::program:neverCalled	BLOCK	{   return name.toLowerCase(); }						
AST	lib/helpers.ts	1	lib/helpers.ts::program	BLOCK	export function formatTitle(name: string) {   return name.toUpperCase(); }	lib/helpers.ts	1	lib/helpers.ts::program	CALL	function formatTitle = function formatTitle(name: string) {   return name.toUpperCase(); }	
AST	lib/helpers.ts	1	lib/helpers.ts::program	BLOCK	export function formatTitle(name: string) {   return name.toUpperCase(); }	lib/helpers.ts	1	lib/helpers.ts::program	CALL	exports.formatTitle = formatTitle	
CFG	lib/helpers.ts	1	lib/helpers.ts::program	BLOCK	export function formatTitle(name: string) {   return name.toUpperCase(); }	lib/helpers.ts	5	lib/helpers.ts::program	IDENTIFIER	neverCalled	
DOMINATE	lib/helpers.ts	1	lib/helpers.ts::program	BLOCK	export function formatTitle(name: string) {   return name.toUpperCase(); }	lib/helpers.ts	5	lib/helpers.ts::program	IDENTIFIER	neverCalled	
EVAL_TYPE	lib/helpers.ts	1	lib/helpers.ts::program	BLOCK	export function formatTitle(name: string) {   return name.toUpperCase(); }						
POST_DOMINATE	lib/helpers.ts	1	lib/helpers.ts::program	BLOCK	export function formatTitle(name: string) {   return name.toUpperCase(); }	lib/helpers.ts	1	lib/helpers.ts::program	CALL	exports.formatTitle = formatTitle	
AST	lib/helpers.ts	5	lib/helpers.ts::program	BLOCK	export function neverCalled(name: string) {   return name.toLowerCase(); }	lib/helpers.ts	5	lib/helpers.ts::program	CALL	function neverCalled = function neverCalled(name: string) {   return name.toLowerCase(); }	
AST	lib/helpers.ts	5	lib/helpers.ts::program	BLOCK	export function neverCalled(name: string) {   return name.toLowerCase(); }	lib/helpers.ts	5	lib/helpers.ts::program	CALL	exports.neverCalled = neverCalled	
CFG	lib/helpers.ts	5	lib/helpers.ts::program	BLOCK	export function neverCalled(name: string) {   return name.toLowerCase(); }	lib/helpers.ts	1	lib/helpers.ts::program	METHOD_RETURN	RET	
DOMINATE	lib/helpers.ts	5	lib/helpers.ts::program	BLOCK	export function neverCalled(name: string) {   return name.toLowerCase(); }	lib/helpers.ts	1	lib/helpers.ts::program	METHOD_RETURN	RET	
EVAL_TYPE	lib/helpers.ts	5	lib/helpers.ts::program	BLOCK	export function neverCalled(name: string) {   return name.toLowerCase(); }						
POST_DOMINATE	lib/helpers.ts	5	lib/helpers.ts::program	BLOCK	export function neverCalled(name: string) {   return name.toLowerCase(); }	lib/helpers.ts	5	lib/helpers.ts::program	CALL	exports.neverCalled = neverCalled	
EVAL_TYPE											
EVAL_TYPE											
EVAL_TYPE											
EVAL_TYPE											
ARGUMENT	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	app/layout.tsx	1	app/layout.tsx::program	IDENTIFIER	this	
ARGUMENT	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	app/layout.tsx	1	app/layout.tsx::program	LITERAL	"next"	
AST	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	app/layout.tsx	1	app/layout.tsx::program	IDENTIFIER	require	
AST	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	app/layout.tsx	1	app/layout.tsx::program	IDENTIFIER	this	
AST	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	app/layout.tsx	1	app/layout.tsx::program	LITERAL	"next"	
CALL	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")						
CFG	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	app/layout.tsx	1	app/layout.tsx::program	FIELD_IDENTIFIER	Metadata	
DOMINATE	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	app/layout.tsx	1	app/layout.tsx::program	FIELD_IDENTIFIER	Metadata	
EVAL_TYPE	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")						
IS_CALL_FOR_IMPORT	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	app/layout.tsx	1	app/layout.tsx::program	IMPORT	import type { Metadata } from "next"	
POST_DOMINATE	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	app/layout.tsx	1	app/layout.tsx::program	LITERAL	"next"	
REACHING_DEF	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	app/layout.tsx	1	app/layout.tsx::program	METHOD_RETURN	RET	require("next")
RECEIVER	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	app/layout.tsx	1	app/layout.tsx::program	IDENTIFIER	require	
TAGGED_BY	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")						
TAGGED_BY	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")						
ARGUMENT	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	IDENTIFIER	this	
ARGUMENT	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	LITERAL	"./ui/Navbar"	
AST	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	IDENTIFIER	require	
AST	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	IDENTIFIER	this	
AST	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	LITERAL	"./ui/Navbar"	
CALL	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")						
CFG	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	CALL	var Navbar = require("./ui/Navbar")	
DOMINATE	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	CALL	var Navbar = require("./ui/Navbar")	
EVAL_TYPE	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")						
IS_CALL_FOR_IMPORT	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	IMPORT	import Navbar from "./ui/Navbar"	
POST_DOMINATE	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	LITERAL	"./ui/Navbar"	
REACHING_DEF	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	IDENTIFIER	Navbar	require("./ui/Navbar")
REACHING_DEF	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	CALL	var Navbar = require("./ui/Navbar")	require("./ui/Navbar")
REACHING_DEF	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	1	app/layout.tsx::program	METHOD_RETURN	RET	require("./ui/Navbar")
RECEIVER	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")	app/layout.tsx	2	app/layout.tsx::program	IDENTIFIER	require	
TAGGED_BY	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")						
TAGGED_BY	app/layout.tsx	2	app/layout.tsx::program	CALL	require("./ui/Navbar")						
ARGUMENT	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	IDENTIFIER	children	
ARGUMENT	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	
AST	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	IDENTIFIER	children	
AST	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	
CALL	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children						
CFG	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	app/layout.tsx	10	app/layout.tsx::program:RootLayout	LITERAL	"en"	
DOMINATE	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	app/layout.tsx	10	app/layout.tsx::program:RootLayout	LITERAL	"en"	
EVAL_TYPE	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children						
POST_DOMINATE	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	
REACHING_DEF	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	METHOD_RETURN	RET	children = param1_0.children
ARGUMENT	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	IDENTIFIER	param1_0	
ARGUMENT	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	FIELD_IDENTIFIER	children	
AST	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	IDENTIFIER	param1_0	
AST	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	FIELD_IDENTIFIER	children	
CALL	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children						
CFG	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	
DOMINATE	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	
EVAL_TYPE	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children						
POST_DOMINATE	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	FIELD_IDENTIFIER	children	
REACHING_DEF	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	IDENTIFIER	children	param1_0.children
REACHING_DEF	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	children = param1_0.children	param1_0.children
REACHING_DEF	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	METHOD_PARAMETER_OUT	{ children }: { children: React.ReactNode }	param1_0.children
REACHING_DEF	app/layout.tsx	8	app/layout.tsx::program:RootLayout	CALL	param1_0.children	app/layout.tsx	8	app/layout.tsx::program:RootLayout	METHOD_RETURN	RET	param1_0.children
ARGUMENT	app/layout.tsx	1	app/layout.tsx::program	CALL	var Metadata = require("next").Metadata	app/layout.tsx	1	app/layout.tsx::program	IDENTIFIER	Metadata	
ARGUMENT	app/layout.tsx	1	app/layout.tsx::program	CALL	var Metadata = require("next").Metadata	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next").Metadata	
AST	app/layout.tsx	1	app/layout.tsx::program	CALL	var Metadata = require("next").Metadata	app/layout.tsx	1	app/layout.tsx::program	IDENTIFIER	Metadata	
AST	app/layout.tsx	1	app/layout.tsx::program	CALL	var Metadata = require("next").Metadata	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next").Metadata	
CALL	app/layout.tsx	1	app/layout.tsx::program	CALL	var Metadata = require("next").Metadata						
CFG	app/layout.tsx	1	app/layout.tsx::program	CALL	var Metadata = require("next").Metadata	app/layout.tsx	2	app/layout.tsx::program	IDENTIFIER	Navbar	
DOMINATE	app/layout.tsx	1	app/layout.tsx::program	CALL	var Metadata = require("next").Metadata	app/layout.tsx	2	app/layout.tsx::program	IDENTIFIER	Navbar	
EVAL_TYPE	app/layout.tsx	1	app/layout.tsx::program	CALL	var Metadata = require("next").Metadata						
POST_DOMINATE	app/layout.tsx	1	app/layout.tsx::program	CALL	var Metadata = require("next").Metadata	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next").Metadata	
REACHING_DEF	app/layout.tsx	1	app/layout.tsx::program	CALL	var Metadata = require("next").Metadata	app/layout.tsx	1	app/layout.tsx::program	METHOD_RETURN	RET	var Metadata = require("next").Metadata
ARGUMENT	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next").Metadata	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next")	
ARGUMENT	app/layout.tsx	1	app/layout.tsx::program	CALL	require("next").Metadata	app/layout.tsx	1	app/layout.tsx::program	FIELD_IDENTIFIER	Metadata	
